RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalTimesLate,IncomePerPerson
0.02126092,72,0,0.002722676,2570.0,3,0,0,0,0.0,0,2570.0
0.022648037,74,0,0.398920216,5000.0,8,0,2,0,0.0,0,5000.0
0.054964772,53,0,0.233106757,2500.0,14,0,0,0,0.0,0,2500.0
0.059313562,24,0,0.001954652,2557.0,2,0,0,0,0.0,0,2557.0
0.209127502,60,1,0.317086235,5600.0,14,0,2,0,0.0,1,5600.0
0.826505103,48,0,0.315394848,8268.0,12,0,2,0,0.0,0,8268.0
0.044443394,69,0,0.417321117,4583.0,8,0,2,0,0.0,0,4583.0
0,40,0,0.095580884,5000.0,9,0,0,0,1.0,0,2500.0
0.595800233,42,1,0.517901453,2820.0,4,0,1,0,2.0,1,940.0
0.737130515,55,1,0.394058164,12756.0,6,0,2,0,4.0,1,2551.2
0.110547236,56,0,0.321940223,13750.0,16,0,1,0,0.0,0,13750.0
0.092232568,62,0,0.398344264,9300.0,9,0,2,0,0.0,0,9300.0
0.0312247,64,0,0.28267933,4000.0,9,0,1,0,0.0,0,4000.0
0.280972976,56,1,0.218104063,2805.0,7,0,1,1,0.0,2,2805.0
0.890097184,36,0,0.367380903,4806.0,3,0,0,0,0.0,0,4806.0
0.914038024,38,0,0.580672357,9488.0,7,0,2,0,1.0,0,4744.0
0.9999999,46,0,47,0.0,0,0,0,0,3.0,0,0.0
0.9999999,44,1,1.173.587.729,2672.0,5,0,1,0,0.0,1,2672.0
0.907452965,52,1,0.370097394,11396.0,9,0,1,0,0.0,1,11396.0
0.155520125,48,0,0.234047535,8540.0,4,0,1,0,2.0,0,2846.6666666666665
0.010166328,48,0,0.022205774,1350.0,4,0,0,0,0.0,0,1350.0
0.028745631,66,0,0.006225945,8833.0,6,0,0,0,0.0,0,8833.0
0.071180253,62,0,0.14910202,16035.0,11,0,1,0,1.0,0,8017.5
0.046501546,74,0,0.0057946,8110.0,5,0,0,0,0.0,0,8110.0
0.904063957,30,1,0.507246377,2000.0,6,0,0,1,0.0,2,2000.0
0.03928844,69,0,0.006284816,7000.0,5,0,0,0,0.0,0,7000.0
0.441642449,30,0,0.422155689,1001.0,8,0,0,0,0.0,0,1001.0
0.092260516,66,0,0.064205669,7584.0,3,0,0,0,0.0,0,7584.0
0.009594162,61,0,0.00182704,3283.0,4,0,0,0,0.0,0,3283.0
0.003211317,54,0,0.151596538,3350.0,4,0,0,0,0.0,0,3350.0
0.14893617,67,0,0.629224179,2100.0,6,0,0,0,0.0,0,2100.0
0.223552894,31,0,0.004969307,3420.0,4,0,0,0,1.0,0,1710.0
0.003499924,69,0,0.216573462,5900.0,15,0,1,0,3.0,0,1475.0
0,28,0,0,1450.0,4,0,0,0,1.0,0,725.0
0.845474614,26,0,0.089638622,7083.0,5,1,0,0,0.0,1,7083.0
0,61,0,0.417844954,2050.0,5,0,0,0,1.0,0,1025.0
0.225580575,32,0,0.337526548,6120.0,7,0,2,0,0.0,0,6120.0
0.001129736,40,0,0.181884146,8268.0,6,0,1,0,1.0,0,4134.0
0.181978606,65,0,0.162979161,7773.0,12,0,2,0,0.0,0,7773.0
0.083598714,79,0,0.215683474,7000.0,4,0,1,0,0.0,0,7000.0
0,54,0,0.311344508,13900.0,10,1,4,0,2.0,1,4633.333333333333
0.190468771,62,1,0.693531283,6600.0,15,0,3,0,2.0,1,2200.0
0.9999999,58,0,0.135549872,2736.0,1,0,0,0,0.0,0,2736.0
0.058320498,42,0,0.530089629,3123.0,12,0,2,0,0.0,0,3123.0
0,61,0,0.081972676,3000.0,6,0,0,0,0.0,0,3000.0
0.650264654,32,1,0.132498193,4150.0,4,0,0,0,0.0,1,4150.0
0.14458409,46,0,0.045350014,10870.0,7,0,0,0,2.0,0,3623.3333333333335
0.21117678,40,0,0.314736995,6900.0,9,0,1,0,3.0,0,1725.0
0.523147685,72,1,0.293966797,7408.0,9,1,2,2,1.0,4,3704.0
0.02408065,44,0,0.137143381,10900.0,6,0,2,0,1.0,0,5450.0
0.013669372,51,0,0.185600361,13291.0,9,0,2,0,1.0,0,6645.5
0.593229738,51,0,0.582527847,10862.0,12,0,2,0,1.0,0,5431.0
0.814742207,55,0,0.009130038,23000.0,4,1,0,0,1.0,1,11500.0
0.068179681,35,0,0.04542338,5833.0,6,0,0,0,1.0,0,2916.5
0.882935284,42,0,0.780654162,6450.0,12,0,2,0,0.0,0,6450.0
0.094592986,64,0,0.278781687,15660.0,15,0,1,0,1.0,0,7830.0
0.372547534,59,0,0.118725418,15000.0,5,0,1,0,0.0,0,15000.0
0.54213082,35,0,0.534910166,4396.0,4,0,2,0,0.0,0,4396.0
0.162419321,56,0,0.415495372,5833.0,6,0,2,0,0.0,0,5833.0
0.575191454,56,1,0.427682199,34700.0,8,0,4,0,1.0,1,17350.0
0.319412649,49,2,0.385015331,7500.0,34,0,2,0,0.0,2,7500.0
0.660654608,55,0,0.628605914,8284.0,16,0,2,0,1.0,0,4142.0
0.460239565,47,0,0.044128759,6616.0,4,0,0,0,2.0,0,2205.3333333333335
0.287382895,46,1,0.29430759,30039.0,12,1,3,0,4.0,2,6007.8
0.9999999,57,2,1.689.770.077,3000.0,7,1,2,2,3.0,5,750.0
0.369958893,39,0,0.409210143,3430.0,4,0,0,0,0.0,0,3430.0
0.9999999,49,0,0.586768699,4050.0,7,0,2,0,0.0,0,4050.0
0.133705143,56,0,0.693592948,7600.0,6,0,2,0,0.0,0,7600.0
0.9999999,23,0,0,2870.0,0,0,0,0,0.0,0,2870.0
0.004373471,54,0,0.052858684,2780.0,11,0,0,0,0.0,0,2780.0
0.045505927,65,1,0.234353129,5000.0,7,0,1,0,0.0,1,5000.0
0,43,0,0.333133373,5000.0,9,0,2,0,0.0,0,5000.0
0.37718791,48,1,0.295553022,4384.0,14,0,0,0,0.0,1,4384.0
0.160104345,54,0,0.496434065,7150.0,11,0,2,0,0.0,0,7150.0
0.041994751,34,0,0.437941965,4100.0,10,0,1,0,1.0,0,2050.0
0.093899779,84,0,0.037792442,5000.0,8,0,0,0,0.0,0,5000.0
0.050933035,70,0,0.027846955,4416.0,6,0,0,0,0.0,0,4416.0
0,32,0,0.077926421,2989.0,5,0,1,0,1.0,0,1494.5
0.156264565,27,0,111,0.0,6,0,0,0,0.0,0,0.0
0.899431733,66,0,0.480241588,5794.0,8,0,2,0,0.0,0,5794.0
0.200371833,60,0,0.51029154,15400.0,21,0,7,0,1.0,0,7700.0
0.288492201,64,0,0.612414942,7200.0,16,0,2,0,1.0,0,3600.0
0.9999999,39,0,0.000608871,21350.0,0,1,0,0,2.0,1,7116.666666666667
0.872750409,63,8,0.906609339,10000.0,12,0,6,1,2.0,9,3333.3333333333335
0.072966404,72,0,0.606211656,2607.0,15,0,2,0,0.0,0,2607.0
0.033432219,60,0,0.258078796,6776.0,3,0,2,0,0.0,0,6776.0
0.051392104,68,0,0.377324535,5000.0,9,0,3,0,1.0,0,2500.0
0.825304367,46,0,0.592166058,14500.0,13,0,2,0,1.0,0,7250.0
0.208908886,68,6,256.097.561,2500.0,16,0,4,0,0.0,6,2500.0
0.562114779,50,1,0.161056936,6357.0,4,0,1,1,0.0,2,6357.0
0.119388061,53,0,1.182.847.896,1235.0,5,0,0,0,2.0,0,411.6666666666667
0,64,0,0,4418.0,2,0,0,0,0.0,0,4418.0
0.005484793,90,0,0.0029994,5000.0,6,0,0,0,0.0,0,5000.0
0.9999999,31,98,0,1440.0,0,98,0,98,1.0,294,720.0
0.005877431,65,0,0.145770846,5000.0,7,0,2,0,0.0,0,5000.0
0.115360102,75,0,1477,0.0,6,0,1,0,0.0,0,0.0
0.728427157,59,0,0.154791841,3578.0,4,0,0,0,0.0,0,3578.0
0,71,0,0.365982793,3021.0,10,0,0,0,0.0,0,3021.0
0.732160435,47,4,0.438616265,11533.0,17,0,1,0,1.0,4,5766.5
0.004810627,91,0,0.003700962,1350.0,7,0,0,0,0.0,0,1350.0
0,69,0,0.329334476,3500.0,6,0,2,0,1.0,0,1750.0
0.237025673,70,0,0.207780673,16887.0,11,0,3,0,0.0,0,16887.0
0.017460282,71,0,0.146409541,3940.0,7,0,0,0,0.0,0,3940.0
0.107915106,81,0,0.006094658,10500.0,13,0,0,0,0.0,0,10500.0
0.002757561,60,2,0.801654904,4108.0,11,0,2,0,0.0,2,4108.0
0.9999999,51,4,4221,0.0,9,1,1,1,2.0,6,0.0
0.9999999,39,1,0.672221296,6000.0,5,0,2,0,2.0,1,2000.0
0.647923774,26,0,0.039934054,5458.0,3,0,0,0,1.0,0,2729.0
0.01319956,39,0,0.00275,3999.0,1,0,0,0,3.0,0,999.75
0.006139371,58,0,0.14401057,20435.0,15,0,2,0,2.0,0,6811.666666666667
0.522041944,40,0,0.151461679,17000.0,4,0,2,0,4.0,0,3400.0
0.207903507,60,0,0.477624973,4580.0,5,0,1,0,0.0,0,4580.0
1.057.061.341,55,0,0.023210291,3575.0,3,0,0,0,0.0,0,3575.0
0.251659791,44,0,0.846384538,3000.0,2,0,1,0,0.0,0,3000.0
0.410556849,38,1,0.336898396,5235.0,8,0,0,0,0.0,1,5235.0
0.010771552,67,0,0.582608696,5174.0,9,0,3,0,1.0,0,2587.0
0.256097052,67,0,0.261434578,7848.0,18,0,1,0,0.0,0,7848.0
0.307716817,70,0,0.661741305,4398.0,12,0,1,0,0.0,0,4398.0
0.043165639,69,0,0.180427603,5752.0,6,0,1,0,1.0,0,2876.0
0,60,0,0.140339383,15262.0,9,0,1,0,0.0,0,15262.0
0.000392843,35,1,0.395110024,4089.0,5,0,1,0,0.0,1,4089.0
0.066242194,38,0,0.821840826,6583.0,4,0,1,0,0.0,0,6583.0
0.9999999,38,1,0.293784369,6000.0,2,0,2,0,0.0,1,6000.0
0.000189184,58,0,0.034564554,2950.0,4,0,1,0,0.0,0,2950.0
0.033109836,57,0,0.303097938,11200.0,8,0,2,0,2.0,0,3733.3333333333335
0.115079706,30,0,0.372156961,4000.0,23,0,2,0,0.0,0,4000.0
0.00469953,28,0,0.199809251,2096.0,6,0,0,0,0.0,0,2096.0
0.229305801,41,3,0.301740096,5401.0,11,0,2,0,0.0,3,5401.0
0.173918029,33,0,0.819590205,2000.0,14,0,0,0,0.0,0,2000.0
0.025371666,74,0,0.003851262,7529.0,5,0,0,0,0.0,0,7529.0
0.531390477,63,1,0.125858276,15000.0,9,0,0,0,0.0,1,15000.0
0.373002934,34,0,0.167840045,3550.0,6,0,0,0,1.0,0,1775.0
0.006579864,52,1,0.277521812,10200.0,18,0,1,0,0.0,1,10200.0
0.641294006,47,1,684,0.0,5,5,0,5,0.0,11,0.0
0.099643382,44,0,0.412535977,3126.0,5,0,2,0,0.0,0,3126.0
0.1520058,79,0,0.670342562,4261.0,28,0,2,0,0.0,0,4261.0
0.843419789,49,0,0.131376518,4939.0,4,0,0,1,2.0,1,1646.3333333333333
0.019883105,64,0,0.028599606,6083.0,16,0,0,0,0.0,0,6083.0
0.175184974,56,0,0.399284361,4750.0,6,0,1,0,0.0,0,4750.0
0.22365337,64,0,0.161704312,1947.0,3,0,0,0,0.0,0,1947.0
0.9999999,57,0,0.362457338,4394.0,2,0,1,0,2.0,0,1464.6666666666667
0.594281144,59,0,0.115088491,10000.0,4,5,0,0,1.0,5,5000.0
0.865585425,27,0,0.166089965,2600.0,6,1,0,1,0.0,2,2600.0
0.147126632,41,0,0.093167702,7083.0,10,0,0,0,1.0,0,3541.5
0,54,6,155.536.116,4000.0,3,0,1,1,3.0,7,1000.0
0.014999605,42,0,0.184781522,10000.0,7,0,1,1,1.0,1,5000.0
0.584717608,24,0,0.129642134,1480.0,3,0,0,0,0.0,0,1480.0
0.530389663,58,0,0.53974298,2100.0,7,0,0,0,0.0,0,2100.0
0.020215621,75,0,0.018566124,3500.0,13,0,0,0,0.0,0,3500.0
0.458607914,64,1,0.132348446,9814.0,9,0,0,0,1.0,1,4907.0
0.025319939,48,0,0.049900919,5550.0,9,0,0,0,0.0,0,5550.0
0.808794137,36,0,0.094844983,5450.0,3,0,0,1,0.0,1,5450.0
0.655312198,68,0,1.073.985.203,5000.0,18,0,1,0,1.0,0,2500.0
0.838161838,74,0,0.07556601,3400.0,3,0,0,0,0.0,0,3400.0
0.156843157,25,0,0.253433208,800.0,3,0,0,0,0.0,0,800.0
0.921078921,54,0,0.175852346,3900.0,7,0,0,0,0.0,0,3900.0
1.119.601.329,45,0,0.010347271,7054.0,1,0,0,1,1.0,1,3527.0
0.037131843,32,0,0.711457708,5000.0,8,0,2,0,0.0,0,5000.0
0.84708955,57,1,0.343813617,8841.0,15,2,2,0,1.0,3,4420.5
0.982618059,36,1,"1,15",8749.0,4,1,1,0,1.0,2,4374.5
0.675675676,46,4,0.242889992,8262.0,10,0,0,1,0.0,5,8262.0
0.144304869,76,0,0.041530945,3683.0,4,0,0,0,0.0,0,3683.0
0.118094489,75,0,0.379112272,3829.0,6,0,1,0,0.0,0,3829.0
0.012141541,76,0,00.12,4599.0,5,0,0,0,0.0,0,4599.0
0,43,0,0.148212947,4000.0,7,0,0,0,2.0,0,1333.3333333333333
0,73,0,0.137807926,2800.0,4,0,1,0,0.0,0,2800.0
0.614795068,33,0,1.476.666.667,2.0,3,0,0,0,2.0,0,0.6666666666666666
0.254987251,49,0,0.444911018,5000.0,22,0,2,0,0.0,0,5000.0
0,62,0,0.473596022,18500.0,19,0,4,0,2.0,0,6166.666666666667
0.002169974,44,0,0.000344768,5800.0,9,0,0,0,1.0,0,2900.0
0.999333555,42,2,0.610770089,3583.0,9,5,1,0,0.0,7,3583.0
0.300252066,45,0,0.289409534,7383.0,8,0,3,0,0.0,0,7383.0
0.184390966,53,0,0.254624229,6000.0,12,0,2,0,0.0,0,6000.0
0.02425318,74,0,0.014567266,3500.0,12,0,0,0,0.0,0,3500.0
0.504578727,49,0,0.437522725,8250.0,14,0,1,0,2.0,0,2750.0
0.437046766,75,0,0.740037138,7000.0,20,0,1,0,0.0,0,7000.0
0.901619676,31,0,0.058670143,2300.0,1,0,0,0,0.0,0,2300.0
0.113775249,61,0,0.778582748,4416.0,8,0,2,0,0.0,0,4416.0
0.319131161,72,0,0.037362855,10116.0,4,0,0,0,0.0,0,10116.0
0.84144819,50,0,0.056907782,2916.0,5,1,0,0,0.0,1,2916.0
0.000379397,88,0,0.280287885,2500.0,7,0,2,0,0.0,0,2500.0
0.038398405,53,0,0.500049995,10000.0,11,0,1,0,1.0,0,5000.0
0.524231718,45,0,0.594094897,10600.0,7,0,4,0,1.0,0,5300.0
0.02389662,53,0,0.395405447,6572.0,13,0,1,0,3.0,0,1643.0
0.215421273,88,0,0.303262956,4167.0,5,0,1,0,0.0,0,4167.0
0.5074985,24,0,0.264771213,2250.0,3,0,0,0,0.0,0,2250.0
0.359499492,34,0,0.406381857,7583.0,11,0,2,0,2.0,0,2527.6666666666665
0.095626901,54,0,0.196787926,5167.0,12,0,1,0,0.0,0,5167.0
0.032752735,68,0,0.089242563,12000.0,14,0,0,0,0.0,0,12000.0
0.174041298,58,0,0.768764963,7100.0,6,0,2,0,1.0,0,3550.0
0.985061834,35,0,0.887100707,4100.0,8,0,3,0,3.0,0,1025.0
0.018090361,34,0,1.143.808.995,1800.0,10,0,2,0,0.0,0,1800.0
0.698188364,40,0,0.749508068,10163.0,9,0,4,0,0.0,0,10163.0
0.041038867,55,0,0.002042515,13218.0,2,0,0,0,0.0,0,13218.0
1.003.124.609,44,0,0.393477743,4200.0,8,0,0,0,0.0,0,4200.0
1.018.159.806,58,0,0.186887137,5200.0,9,1,0,0,0.0,1,5200.0
0,37,0,0.088632679,5550.0,3,0,0,0,0.0,0,5550.0
0.338826632,38,0,0.249916694,3000.0,10,0,0,0,1.0,0,1500.0
0.9999999,24,0,0.61298377,800.0,1,0,0,0,0.0,0,800.0
0.010132434,66,0,0.306875694,8100.0,14,1,2,0,0.0,1,8100.0
0.9999999,40,1,0.330045321,3750.0,2,0,1,0,4.0,1,750.0
0.9999999,60,0,0.432345591,2800.0,8,0,1,0,0.0,0,2800.0
0.929655335,34,1,0.009768174,82000.0,7,1,0,0,1.0,2,41000.0
0.171655223,53,0,0.242528608,9000.0,4,0,2,0,4.0,0,1800.0
0.034059498,66,0,0.179394177,10200.0,26,0,2,0,1.0,0,5100.0
0.468361493,39,1,0.293391287,10122.0,12,0,2,0,0.0,1,10122.0
0.077607155,59,0,0.076521919,19366.0,17,0,0,0,0.0,0,19366.0
1.272.425.249,41,2,0.451516161,3000.0,6,3,1,1,0.0,6,3000.0
0.010881393,61,1,0.402800295,6784.0,17,0,2,0,0.0,1,6784.0
0.303038493,41,0,0.159878161,14116.0,7,0,1,0,4.0,0,2823.2
0.021078136,61,0,0.102130034,10750.0,19,0,1,0,0.0,0,10750.0
0,76,0,0,1342.0,8,0,0,0,2.0,0,447.3333333333333
0,44,0,0.33925144,2083.0,7,0,0,0,3.0,0,520.75
0.057911365,49,0,0.402453252,30000.0,11,0,4,0,4.0,0,6000.0
0.048136826,77,2,0.046558126,3500.0,12,0,0,0,2.0,2,1166.6666666666667
0.785204227,64,0,0.25224925,3000.0,6,0,0,0,0.0,0,3000.0
0.888442354,52,1,0.481049563,6516.0,13,0,1,0,1.0,1,3258.0
0.830339321,31,0,0.207136091,3166.0,6,0,0,0,0.0,0,3166.0
0.414149916,69,1,2.011.785.247,2290.0,10,0,2,0,0.0,1,2290.0
0.9999999,26,0,0.006996502,2000.0,1,0,0,0,0.0,0,2000.0
0.402679583,42,0,0.970797159,3800.0,9,0,1,0,0.0,0,3800.0
0.401146514,40,0,0.406332454,1515.0,9,0,1,0,1.0,0,757.5
0.765119753,64,0,0.340554051,4800.0,13,0,0,0,0.0,0,4800.0
0.615088975,56,0,0.859427682,11566.0,8,0,1,0,4.0,0,2313.2
0.200994257,60,0,0.657585604,4000.0,6,0,1,0,0.0,0,4000.0
0.751977553,57,0,0.513997334,5250.0,16,0,1,0,0.0,0,5250.0
0,55,0,0.75834487,6500.0,13,0,2,0,3.0,0,1625.0
0.480988469,49,0,0.302861351,9505.0,14,0,1,0,3.0,0,2376.25
0.048920691,42,1,0.527748933,8666.0,10,0,3,0,2.0,1,2888.6666666666665
0.63664014,36,0,0.328597737,3800.0,4,0,1,0,0.0,0,3800.0
0.073113346,72,0,0.192543922,7000.0,4,0,1,0,0.0,0,7000.0
0.982715856,34,1,0.561931818,3519.0,7,0,2,0,1.0,1,1759.5
0.958915013,28,1,1.046.863.735,1386.0,13,2,0,0,0.0,3,1386.0
0.684782609,45,0,0.038121596,11200.0,4,0,0,0,0.0,0,11200.0
0.004610309,78,0,0.229474353,12593.0,12,0,2,0,1.0,0,6296.5
0.136232129,48,0,0.437001079,9269.0,23,0,2,0,3.0,0,2317.25
0.789760512,54,0,0.242093157,10433.0,6,0,1,0,0.0,0,10433.0
0.910032505,32,1,0.692763938,1685.0,7,0,0,0,1.0,1,842.5
0.017178883,44,0,1.361.799.625,4800.0,18,0,4,0,4.0,0,960.0
0.965248559,40,0,0.457842113,6700.0,11,0,1,0,1.0,0,3350.0
0.023480613,53,0,0.290165078,4300.0,9,0,2,0,2.0,0,1433.3333333333333
0.920041005,29,1,0.147865325,2880.0,3,0,0,0,0.0,1,2880.0
0.823920266,57,0,0.006357856,1100.0,2,0,0,0,0.0,0,1100.0
0.008719302,35,3,0.032468678,17000.0,4,0,0,2,2.0,5,5666.666666666667
0.022589804,42,0,0.193415638,1700.0,3,0,0,0,2.0,0,566.6666666666666
0.015261541,72,0,0.609884332,950.0,6,0,0,0,0.0,0,950.0
0.06491816,73,0,0.011498084,6000.0,5,0,0,0,1.0,0,3000.0
0.02081185,68,0,0.157238585,12833.0,5,0,1,0,1.0,0,6416.5
0.295551389,46,1,0.514271065,5850.0,6,0,1,0,1.0,1,2925.0
0.416197975,42,0,0.044823232,3167.0,1,0,0,0,0.0,0,3167.0
0.828632631,24,0,0.038312049,1800.0,4,0,0,0,0.0,0,1800.0
0.256371814,23,0,0.018270402,820.0,2,0,0,0,0.0,0,820.0
0.263147371,29,0,0.397750937,2400.0,6,0,1,0,1.0,0,1200.0
0.025153343,89,0,0.001679866,8333.0,3,0,0,0,0.0,0,8333.0
0.164564957,79,0,0.216903968,3300.0,7,0,0,0,0.0,0,3300.0
0.124516356,30,0,0.210777923,2300.0,8,0,0,0,1.0,0,1150.0
0.106255171,62,0,0.387730613,6666.0,9,0,1,0,0.0,0,6666.0
0.019705457,62,0,0.172182782,10000.0,10,0,1,0,1.0,0,5000.0
0.421956849,47,0,0.237290984,11900.0,12,0,2,0,2.0,0,3966.6666666666665
0.9999999,29,0,0.024991669,3000.0,2,0,0,0,3.0,0,750.0
0.975071874,48,0,0.258678998,14488.0,10,0,1,0,1.0,0,7244.0
0,87,0,0,5299.0,5,0,0,0,0.0,0,5299.0
0.049386156,59,0,0.419872766,3300.0,12,0,1,0,1.0,0,1650.0
0.155890774,68,0,0.226561026,5300.0,6,0,0,0,1.0,0,2650.0
0.128388272,70,0,0.123600973,4109.0,3,0,0,0,0.0,0,4109.0
0.071469325,51,0,0.463223787,2555.0,9,0,0,0,0.0,0,2555.0
0.000249994,40,1,0.539763113,6500.0,7,0,2,0,0.0,1,6500.0
0.003304805,49,0,0.370331483,6666.0,8,0,2,0,1.0,0,3333.0
0.030726714,45,0,0.357866963,7200.0,9,0,3,0,0.0,0,7200.0
0.046241302,60,0,0.282316119,3194.0,18,0,2,0,0.0,0,3194.0
0.909817424,38,2,0.508621799,15541.0,15,4,4,0,0.0,6,15541.0
0.607103647,48,0,0.760143198,1675.0,6,0,1,0,1.0,0,837.5
0.361076801,68,0,0.344889574,3893.0,6,0,1,0,0.0,0,3893.0
0.699830017,47,0,0.37724982,4166.0,4,0,1,0,0.0,0,4166.0
0.621180299,76,0,0.188080866,10436.0,14,0,0,0,0.0,0,10436.0
0.964143426,44,1,0.183980484,4918.0,6,0,0,1,1.0,2,2459.0
0.651617419,52,1,0.216783217,3574.0,7,0,0,0,0.0,1,3574.0
0.227640574,39,0,0.603046168,2100.0,11,0,0,0,3.0,0,525.0
0.622524875,43,0,0.63594306,2809.0,5,0,1,0,3.0,0,702.25
0.002894262,53,0,0.147774481,5054.0,7,0,0,0,1.0,0,2527.0
0.025277193,56,1,0.494310763,5360.0,21,0,2,0,1.0,1,2680.0
0,64,0,0.248011519,14583.0,7,0,2,0,0.0,0,14583.0
0.081735458,46,0,0.601679664,5000.0,16,0,2,0,2.0,0,1666.6666666666667
0.063879558,46,0,0.560487902,5000.0,13,0,1,0,0.0,0,5000.0
0.018702146,63,0,0.467503362,2230.0,6,0,1,1,1.0,1,1115.0
0.024781368,68,0,0.142614601,5300.0,7,0,1,0,0.0,0,5300.0
0.078245809,47,1,0.369452219,2500.0,10,0,0,0,0.0,1,2500.0
0,84,0,0,2382.0,1,0,0,0,0.0,0,2382.0
0.029794041,31,1,0.267892843,2500.0,7,0,0,0,0.0,1,2500.0
0.667353494,26,0,0.098287806,7650.0,5,0,0,0,2.0,0,2550.0
0.45479489,50,1,0.24301658,15500.0,8,0,2,0,1.0,1,7750.0
0.431883596,62,0,0.367107894,10500.0,9,0,1,0,2.0,0,3500.0
0.02359882,51,0,0.145370926,5000.0,5,0,0,0,1.0,0,2500.0
0.005260641,65,0,0.178626972,4500.0,4,0,1,1,0.0,1,4500.0
0.02379762,56,0,0.242870875,3120.0,4,0,0,0,1.0,0,1560.0
0.262105381,45,1,0.108641975,2834.0,12,0,0,0,0.0,1,2834.0
0.392326605,48,0,0.476565501,5205.0,10,0,1,0,1.0,0,2602.5
0.98971502,30,2,0.451526513,5600.0,8,0,1,0,2.0,2,1866.6666666666667
0.366551498,48,0,0.792157703,4666.0,15,0,2,0,0.0,0,4666.0
0.001699958,50,0,0.000175177,11416.0,6,0,0,0,2.0,0,3805.3333333333335
0.9999999,45,0,0,1500.0,0,0,0,0,0.0,0,1500.0
0.214889256,65,0,0.312365795,15833.0,4,0,3,0,0.0,0,15833.0
85,33,0,0.632052613,8666.0,11,0,2,0,0.0,0,8666.0
0.694922786,29,0,0.122979503,6000.0,10,0,0,0,0.0,0,6000.0
0.02093665,84,0,0.008084824,7544.0,9,0,0,0,0.0,0,7544.0
0,50,3,0.711269123,9281.0,7,0,1,0,2.0,3,3093.6666666666665
0.249963415,56,0,0.314636957,7808.0,23,0,2,0,0.0,0,7808.0
0.006620233,87,0,0.00036357,5500.0,1,0,0,0,0.0,0,5500.0
0.78033027,80,0,0.551654458,7917.0,10,0,2,0,0.0,0,7917.0
0.35832084,63,0,0.416804865,3617.0,6,0,1,0,0.0,0,3617.0
0,41,0,0.210415571,1900.0,8,0,0,0,1.0,0,950.0
0.087433237,51,0,0.181121227,10434.0,5,0,1,0,2.0,0,3478.0
0.118576587,43,1,0.326304753,8583.0,10,1,1,0,1.0,2,4291.5
0.49230154,39,0,0.512925969,1701.0,3,0,1,0,2.0,0,567.0
0.998061323,41,0,0.33431361,8500.0,9,0,1,0,1.0,0,4250.0
0.499250375,29,0,0.136433219,5225.0,2,0,0,0,0.0,0,5225.0
0.01716619,80,0,0.131329114,3791.0,7,0,1,0,0.0,0,3791.0
0.241446294,60,0,0.481556546,7400.0,26,0,3,0,0.0,0,7400.0
0.689747004,30,1,0.349544073,6250.0,8,1,2,1,0.0,3,6250.0
0.12019399,46,0,0.39783131,15400.0,4,0,2,0,3.0,0,3850.0
0.9999999,60,1,0.090753717,5850.0,7,0,1,0,2.0,1,1950.0
0.469587701,50,0,0.595959596,6533.0,25,0,1,0,1.0,0,3266.5
0,44,0,0.134955752,4971.0,4,0,1,0,3.0,0,1242.75
0,82,2,0.092783505,3200.0,8,0,0,0,0.0,2,3200.0
0.798710064,46,0,0.544105293,3570.0,4,0,2,0,3.0,0,892.5
0.278544291,42,0,0.242663379,12164.0,5,0,1,0,3.0,0,3041.0
0.00881738,47,0,0.753881988,6439.0,6,0,2,0,2.0,0,2146.3333333333335
0,56,0,0.091193004,1600.0,3,0,0,0,0.0,0,1600.0
0.11737011,39,0,0.528325834,8666.0,9,0,2,0,1.0,0,4333.0
0.154007097,41,1,0.156790123,3239.0,10,0,0,0,0.0,1,3239.0
0.9999999,42,0,0.303239352,3333.0,1,2,0,0,3.0,2,833.25
0.309771259,47,0,0.903594382,4200.0,6,0,2,0,0.0,0,4200.0
0.014627343,36,0,0.246197017,13541.0,9,0,1,0,1.0,0,6770.5
0.669439006,56,0,0.636167458,6950.0,22,0,1,0,0.0,0,6950.0
0.314437351,36,0,0.305936073,8759.0,7,0,1,0,1.0,0,4379.5
0,61,0,0,6000.0,1,0,0,0,0.0,0,6000.0
0.003242724,52,0,0.453363805,7000.0,19,0,3,0,2.0,0,2333.3333333333335
0.964688364,46,3,0.354445635,7467.0,6,2,1,0,0.0,5,7467.0
0.051430886,79,0,0.073570572,5001.0,15,0,0,0,0.0,0,5001.0
0.524343717,60,4,0.865100375,18131.0,24,0,20,0,0.0,4,18131.0
0.270096232,59,0,0.348482094,5500.0,20,0,0,0,1.0,0,2750.0
0.008484615,84,0,0.00119984,7500.0,2,0,0,0,0.0,0,7500.0
0.02809237,46,0,0.012645914,3083.0,8,0,0,1,0.0,1,3083.0
0.124012083,60,0,0.054327995,4932.0,8,0,0,0,2.0,0,1644.0
0.105335984,58,0,0.14632598,6300.0,9,0,1,0,1.0,0,3150.0
0.075624555,38,1,0.296347665,4325.0,11,0,1,0,2.0,1,1441.6666666666667
0.932135729,30,0,0.128445925,3300.0,5,0,0,0,0.0,0,3300.0
